id,en,fr
noun_741,Giveusabonus,Travaillerpluspourgagnerplus
noun_742,Crustle,Crabaraque
noun_743,McAnix,Mac Anothérapix
noun_744,Dawnbite,Mordaurore
noun_745,Virizion,Viridium
noun_746,Frostgnaw,Rongivre
noun_747,Goregutter,Étrigore 
noun_748,Whirlipede,Scobolide
noun_749,Koffing,Smogo
noun_750,Lilipup,Ponchiot
noun_751,Chipolata,Chipolata
noun_752,Eviscereaper,Eviceraptor
noun_753,Moony,Lunard
noun_754,Mosster,Vert Kiroul
noun_755,Homeopathix,Homéopatix
noun_756,dementor,détraqueur
noun_757,Hotshot,Tirelarigo
noun_758,Watchog,Miradar
noun_759,Timburr,Charpenti
noun_760,Runerigus,Tutétékri
noun_761,Dewgong,Lamantine
noun_762,Cursula,Malédirsula
noun_763,Knight Bus,Magicobus
noun_764,Dragonair,Draco
noun_765,Radio squeaker,Radiorapporteur
noun_766,Icky-poo,Nauséabeurk
noun_767,Slowbro,Flagadoss
noun_768,Rictusempra,Rictusempra
noun_769,cauldron cake,fondant du chaudron
noun_770,Shellos,Sancoki
noun_771,Mamoswine,Mammochon
noun_772,Holey Grail,Sacreux Graal
noun_773,Eelektross,Ohmassacre
noun_774,Typhoomerang,Typhonmrang 
noun_775,Glaivedriver,Planteglaive
noun_776,Gun Fairy,Fée d'armes
noun_777,Basket Case,Neufdepak
noun_778,Shelgon,Drackhaus
noun_779,Waddiwasi,Waddiwasi
noun_780,Ampharos,Pharamp
noun_781,Greninja,Amphinobi
noun_782,Bombshee,Fée Carabombe
noun_783,Atlantix,Arrierboutix
noun_784,Swablu,Tylton
noun_785,Golisopod,Sarmuraï
noun_786,Vanilla,Gélatine
noun_787,Fomantis,Mimantis
noun_788,Shiinotic,Lampignon
noun_789,Melodrama,Fanzine
noun_790,Cobalion,Cobaltium
noun_791,Madam Puddifoot’s,Madame Pieddodu
noun_792,Cool cats,Nitrogly-chat-rine
noun_793,Glaceon,Givrali
noun_794,Torracat,Matoufeu
noun_795,Rowlet,Brindibou
noun_796,Diagnostix,Diagnostix
noun_797,Nescaf,Batdaf
noun_798,Sizzlepan,Poêle à frire
noun_799,Mothim,Papilord
noun_800,Cheesemonger,Toutakhanut
noun_801,Chatot,Pijako
noun_802,Nadder,Vipère
noun_803,Poipole,Vémini
noun_804,Venomoth,Aéromite
noun_805,Barbaracle,Golgopathe
noun_806,Garchomp,Carchacrok
noun_807,Phantump,Brocélôme
noun_808,Pidgeotto,Roucoups
noun_809,Triple Stryke,Triplattak
noun_810,Swanna,Lakmécygne
noun_811,Furfrou,Couafarel
noun_812,Harmonix,Allégorix
noun_813,Trashcannon,Tire-Ordures
noun_814,Mudsdale,Bourrinos
noun_815,Pincurchin,Wattapik
noun_816,Unfezant,Déflaisan
noun_817,Face Melter,Amplificatueur
noun_818,Furret,Fouinar
noun_819,Shotgun Coffee,Ballacafé
noun_820,Spiritzee,Fluvetin
noun_821,Cacofonix,Assurancetourix
noun_822,Lycanwing Island,Île des Lycanailes
noun_823,skiving snackbox,boîte à flemme
noun_824,Mintjulep,Ginfis
noun_825,Walrein,Kaimorse
noun_826,Prawnsinaspix,Catédralgotix
noun_827,Caius Pusillanimus,Caius Joligibus
noun_828,Nefarius Purpus,Hotelterminus
noun_829,Braixen,Roussil
noun_830,Uckyslush,Exécrignobles
noun_831,Mobiliarbus,Mobiliarbus
noun_832,The Unexpected Side,Les à-côtés bien cotés
noun_833,Phizzwizard,Tintinnabuleur
noun_834,Cutiefly,Bombydou
noun_835,Dugtrio,Triopikeur
noun_836,The Quibbler,Le Chicaneur
noun_837,Flystorm,Pantête
noun_838,Slimeball,Baviboule
noun_839,Vexatius Sinusitus,Claudius Malosinus
noun_840,Litten,Flamiaou
noun_841,fanged geranium,géranium dentu
noun_842,Guzzlord,Engloutyran
noun_843,Araquanid,Tarenbulle
noun_844,Almondine,Amandette
noun_845,flitterbloom,voltiflor
noun_846,gillyweed,branchiflore
noun_847,Swoobat,Rhinolove
noun_848,Mike Teavee,Mike Teavee
noun_849,Titus Crapulus,Ballondebaudrus
noun_850,Meatlug,Bouledogre
noun_851,Shedinja,Munja
noun_852,Yamper,Voltoutou
noun_853,Unhealthix,Oftalmologix
noun_854,Sethisbackup,Tumehéris
noun_855,Asterix,Astérix
noun_856,Cloyster,Crustabri
noun_857,Fireshrike,Pie-de-feu
noun_858,Levicorpus,Levicorpus
noun_859,Piplup,Tiplouf
noun_860,Showbusinus,Guilus
noun_861,animagus,animagus
noun_862,Ironhide,Cuirassofer
noun_863,Floatzel,Mustéflott
noun_864,Wigglytuff,Grodoudou
noun_865,Corsola,Corayon
noun_866,Gothitelle,Sidérella
noun_867,Hungarian Horntail,Magyar à pointes
noun_868,Inteleon,Lézargus
noun_869,Sandygast,Bacabouh
noun_870,Smart haircolour,"Brillant, ce colorant !"
noun_871,Grimtorn,Sombrumeux Sombre
noun_872,Madam Malkin,Madame Guipure
noun_873,Yanni Yogi,Yanni Yogi
noun_874,cockroach clusters,nids de cafards
noun_875,Cubone,Osselait
noun_876,Pidgey,Roucool
noun_877,Groundsplitter,Fendeur terrestre
noun_878,Moltres,Sulfura
noun_879,Muddlehunt,Cherchembrouille
noun_880,Sigilyph,Cryptéro
noun_881,Horsea,Hypotrempe
noun_882,jelly slug,gomme de limace
noun_883,Goldenslumbus,Quintilius
noun_884,Scourgify,Recurvite
noun_885,Bumbullets,Balle Essaim
noun_886,Silvally,Silvallié
noun_887,Courtingdisastus,Sciencinfus
noun_888,Nosepass,Tarinor
noun_889,Deerling,Vivaldaim
noun_890,Buzzbuggers,Bavardouillages
noun_891,Seadra,Hypocéan
noun_892,apparition,transplanage
noun_893,Hurleqast,Arlecrainte
noun_894,Arteriosclerosus,Pamplemus
noun_895,Wooloo,Moumouton
noun_896,Sandslash,Sablaireau
noun_897,Madam Pomfrey,Pompom Pomfresh
noun_898,Soporifix,Plantaquatix
noun_899,mumblemumps,Oreillongoules
noun_900,Mudbray,Tiboudet
noun_901,Yungoos,Manglouton
noun_902,Bagon,Draby
noun_903,Copperajah,Pachyradjah
noun_904,Sylveon,Nymphali
noun_905,Sobble,Laméléon
noun_906,Raucus Hallelujachorus,Fercorus
noun_907,Marshtomp,Flobio
noun_908,Locomotor,Locomotor
noun_909,Illegibilus,Illegibilus
noun_910,Unpatriotix,Quatrédeusix
noun_911,Murkrow,Cornèbre
noun_912,Snozzcumbers ,Schnockombres
noun_913,Solrock,Solaroc
noun_914,Serperior,Majaspic
noun_915,Gloomshadow,Obscurombre
noun_916,Whizzpoppers,Crépitage
noun_917,Olaf Timandahaf,Olaf Grossebaf
noun_918,Tympole,Tritonde
noun_919,Hotti Clinic,Clinique Sashoff
noun_920,Silcoon,Armulys
noun_921,Tenansix,Cétyounix
noun_922,Lycanroc,Lougaroc
noun_923,Kartana,Katagami
noun_924,Foehammer,Martelrival
noun_925,Gastrodon,Tritosor
noun_926,Goldrush,Ruélor
noun_927,Vodka goes platinum,"Platinum, la vodka à son summum"
noun_928,Anticlimax,Jolitorax
noun_929,Wartortle,Carabaffe
noun_930,Semiautomatix,Cétaubofix
noun_931,Beartic,Polagriffe
noun_932,Pawniard,Scalpion
noun_933,Hackagift,Crackadeau
noun_934,Choléramorbus,Choléramorbus
noun_935,occlumency,occlumancie
noun_936,Anvillain,Enclumator
noun_937,Bewear,Chelours
noun_938,Huntsman,Fusache
noun_939,Gnarley,Dragorge
noun_940,All ported,Frais de port inclus
noun_941,Diglett,Taupiqueur
noun_942,Mawile,Mysdibule
noun_943,Sentret,Fouinette
noun_944,Budew,Rozbouton
noun_945,Brionne,Otarlette
noun_946,Perfidius,Suelburnus
noun_947,Ledyba,Coxy
noun_948,Dirt-Hurler,Empoussiiérator
noun_949,Ferrosthorn,Noacier
noun_950,Thievul,Roublenard
noun_951,Prongs,Cornedrue
noun_952,Deathstrand,Tissemort 
noun_953,Trubbish,Miamiasme
noun_954,Axew,Coupenotte
noun_955,Tsareena,Sucreine
noun_956,Crismus Cactus,Julius Epinedecactus
noun_957,Magikarp,Magicarpe
noun_958,Florean Fortescue,Florian Fortarôme
noun_959,Foongus,Trompignon
noun_960,Frillish,Viskuse
noun_961,Suffix,Barométrix
noun_962,Yoofoh,noveuni
noun_963,Sinistea,Théffroi
noun_964,Bunkumhouse,Parc à fractions
noun_965,Taillow,Nirondelle
noun_966,Flareon,Pyroli
noun_967,Doublade,Dimoclès
noun_968,Justforkix,Goudurix
noun_969,Caius Eucaliptus,Caius Eucaliptus
noun_970,Gunbow,Arcaballe
noun_971,Rapidash,Galopa
noun_972,Sappheral,Saphéroce
noun_973,Dustox,Papinox
noun_974,Shuckle,Caratroc
noun_975,Shotgat,Chauve-Fusil
noun_976,Stantler,Cerfrousse
noun_977,Slaking,Monaflémit
noun_978,Gritpicker,Ramassmiet
noun_979,Stunfisk,Limonde
noun_980,howler,beuglante
noun_981,Decidueye,Archéduc
noun_982,Larry Butz,Paul Defès
noun_983,Gossip Land,Ragots à gogo
noun_984,Bellatrix Lestrange,Bellatrix Lestrange
noun_985,Turbonator,Boumata
noun_986,Woobat,Chovsourir
noun_987,Hookfire,Krochefeu
noun_988,Stoutland,Mastouffe
noun_989,Pancham,Pandespiègle
noun_990,Mystery,le Grimoire
noun_991,Excaliber,Excalibre
noun_992,Frostfire,Flambegel
noun_993,arithmancy,Arithmancie
noun_994,Chansey,Leveinard
noun_995,Mightyena,Grahyèna
noun_996,Eiscue,Bekaglaçon
noun_997,Whimsicott,Farfaduvet
noun_998,Landorus,Démétéros
noun_999,Harry Butz,Paulo
noun_1000,Sawsbuck,Haydaim
noun_1001,Cinccino,Pashmilla
noun_1002,Herendethelessen,Kerøsen
noun_1003,Zangoose,Mangriff
noun_1004,Odiuscømpärissen,Øbsen
noun_1005,Toxapex,Prédastérie
noun_1006,Odius Asparagus,Caligula Alavacomgetepus
noun_1007,Manectric,Élecsprint
noun_1008,Terrakion,Terrakium
noun_1009,Chesnaught,Blindépique
noun_1010,Gruffnut Thorston,Têtedur Thorston
noun_1011,Eccentric,Casseurdebric
noun_1012,Amaura,Amagara
noun_1013,Acoustix,Aventurépix
noun_1014,Encyclopaedicus Britannicus,Caius Roideprus
noun_1015,Accelgor,Limaspeed
noun_1016,Golett,Gringolem
noun_1017,Dragon pox,dragoncelle
noun_1018,Humplecrimp,Frisabosse
noun_1019,Purrrfect putt,Swing félin
noun_1020,Spider ball,Araignée ballon
noun_1021,Duskull,Skelénox
noun_1022,Oshawott,Moustillon
noun_1023,Gastly,Fantominus
noun_1024,Helga Hufflepuff,Helga Poufsouffle
noun_1025,Honedge,Monorpale
noun_1026,Electabuzz,Élektek
noun_1027,Winguli,Goélise
noun_1028,Trumbeak,Piclairon
noun_1029,Butterfree,Papilusion
noun_1030,Arctovish,Hydragla
noun_1031,Expelliarmus,Expelliarmus
noun_1032,Snotlout Jorgenson,Rustik Jorgenson
noun_1033,Ukrainian Ironbelly,Pansedefer ukrainien
noun_1034,Heracross,Scarhino
noun_1035,Varius Flavus,Gracchus Garovirus
noun_1036,Fletchinder,Braisillon
noun_1037,Wallmonger,La Muraille de Machines
noun_1038,Shockjaw,Électrochoc 
noun_1039,Wurmple,Chenipotte
noun_1040,Uptotrix,Odalix
noun_1041,Palpitoad,Batracné
noun_1042,Fibrositus,Quelquilfus
noun_1043,Grimmsnarl,Angoliath
noun_1044,Caius Fatuous,Caius Obtus
noun_1045,Sizzlipede,Grifflepattes
noun_1046,Puffskein,Boursouf
noun_1047,gubraithian fire,feu de sempremais
noun_1048,Dogmatix,Idéfix
noun_1049,Everlasting Gobstopper,Chewing-gum qui ne perd jamais son goût
noun_1050,Zigzagoon,Zigzaton
noun_1051,Sal Manella,Sal Monello
noun_1052,Kangaskhan,Kangourex
noun_1053,Jolteon,Voltali
noun_1054,Gumshoos,Argouste
noun_1055,Toothless,Krokmou
noun_1056,Pupitar,Ymphect
noun_1057,Jigglypuff,Rondoudou
noun_1058,Mesprit,Créfollet
noun_1059,Avalugg,Séracrawl
noun_1060,Impedimenta,Bonemine
noun_1061,Julius Monotonus,Julius Humérus
noun_1062,Polteageist,Polthégeist
noun_1063,Elimentaler,Demmentaleur
noun_1064,Synergrace,Synergrace
noun_1065,Gliscor,Scorvol
noun_1066,Dungeon Eagle,Donjon Eagle
noun_1067,Overanxius,Lucius Fleurdelotus
noun_1068,Dragapult,Lanssorien
noun_1069,Druddigon,Drakkarmin
noun_1070,Snortax,Ronflex
noun_1071,Coldkiller X,Pludrum X
noun_1072,Caius Preposterus,Caius Saugrenus
noun_1073,Berserker Bewilderbeast,Parenvrilles
noun_1074,Tremensdelirius,Roméomontaigus
noun_1075,Dynamojo,Dynamagie
noun_1076,Burke,Beurk
noun_1077,Mienshao,Shaofouine
noun_1078,Numel,Chamallot
noun_1079,Gracchus Armisurplus,Gracchus Nenjetépus
noun_1080,Haxorus,Tranchodon
noun_1081,Samurott,Clamiral
noun_1082,Freeze Ray,Rayon Congélatueur
noun_1083,Buzzkill,Scie Sautueuse
noun_1084,Mistmenace,Brumenace
noun_1085,Hoodunnit,Kiwoàlàh
noun_1086,Vikavolt,Lucanon
noun_1087,pumpkin pasty,patacitrouille
noun_1088,Murderful,Patibules
noun_1089,Stormcutter,Foudroyant
noun_1090,Pumpkaboo,Pitrouille
noun_1091,Diggersby,Excavarenne
noun_1092,Vulnera Sanentur,Vulnera Sanentur
noun_1093,Klefki,Trousselin
noun_1094,Bloomsang,Chanteflore
noun_1095,sneakoscope,scrutoscope
noun_1096,Tangela,Saquedeneu
noun_1097,Eevee,Évoli
noun_1098,Cherrim,Ceriflor
noun_1099,Vulpix,Goupix
noun_1100,Chill out…,Garde la tête froide…
noun_1101,Peter Pettigrew,Peter Pettigrow
noun_1102,Boltbite,Morsécrou
noun_1103,Timbertoast,Rôtibois 
noun_1104,Swampert,Laggron
noun_1105,Liligant,Fragilady
noun_1106,Gogglers,Mirettes
noun_1107,Death & Chocolates,Choco-mort
noun_1108,Cyndaquil,Héricendre
noun_1109,Greenkeep,Vertécaille
noun_1110,Grotto Gutter,Grottueur
noun_1111,Telly-telly bunkum box,Boîte à fadaises
noun_1112,Face Melter,Défiguratrice
noun_1113,Mykingdomforanos,Zebigbos
noun_1114,Cheshire cat,Grimaçon
noun_1115,Indeedee,Wimessir
noun_1116,Cryogonal,Hexagel
noun_1117,Rainbow drops,Dragées arc-en-ciel
noun_1118,Poliwrath,Tartard
noun_1119,Sliquifier,Sliquifieur
noun_1120,Shivertooth,Dendecie 
noun_1121,golden snitch,vif d'or
noun_1122,Ninetales,Feunard
noun_1123,Vivillon,Prismillon
noun_1124,Salamence,Drattak
noun_1125,Fearsome Flamellion,La Redoutable Flammélite
noun_1126,Oculus Reparo,Oculus Reparo
noun_1127,Oranguru,Gouroutan
noun_1128,Galegrinder,Bourrask
noun_1129,Glameo,Chaglam
noun_1130,Diagon Alley,Le Chemin de Traverse
noun_1131,Bunnelby,Sapereau
noun_1132,Ralts,Tarsal
noun_1133,Gloomlurker,Glissabysse
noun_1134,Tyrantrum,Rexillius
noun_1135,Marcus Ginantonicus,Marcus Sacapus
noun_1136,Dottler,Coléodôme
noun_1137,Belchfast,Jaydo
noun_1138,Parfect,Par-fait
noun_1139,Bargemine,Carroussaille
noun_1140,Sand Wraith,Spectrosable 
noun_1141,Prinplup,Prinplouf
noun_1142,Trorc,Trorc
noun_1143,Pignite,Grotichon
noun_1144,Bonecrusher's Conquest,La conquête de Brisecarcass
noun_1145,Cherubi,Ceribou
noun_1146,Ptenisnet,Courdeténis
noun_1147,Slowpoke,Ramoloss
noun_1148,Clefable,Mélodelfe
noun_1149,Gungeon,Gungeon
noun_1150,Hydrophobia,Eponine
noun_1151,Charmeleon,Reptincel
noun_1152,Drowzee,Soporifik
noun_1153,Pheromosa,Cancrelove
noun_1154,Gorgun,La Gorgun
noun_1155,Elimentaler,Fromager
noun_1156,Gobblefunk,Blablatifoler
noun_1157,Dijester,Dizaistif
noun_1158,Chantecleerix,Chanteclairix
noun_1159,Gasleak,Fwit Degaz
noun_1160,Water of discontent,Batailles d'eau
noun_1161,Kingler,Krabboss
