id,en,fr
pun_190_5,"Admitting a mistake :''Like the orthopedist's patient, I stand corrected.''","Reconnaître ses erreurs : « Comme le patient d'un orthopédiste, je suis droit dans mes bottes ! »"
pun_190_6,"Admitting a mistake :''Like the orthopedist's patient, I stand corrected.''","Comme le dit mon ophtalmo: ""je voudrais apporter une correction."""
pun_190_7,"Admitting a mistake :''Like the orthopedist's patient, I stand corrected.''","Pour pouvoir reconnaître ses erreurs, il faut être comme le patient de l'orthopédiste : droit."
pun_190_8,"Admitting a mistake :''Like the orthopedist's patient, I stand corrected.''","Admettre ses limites : « Comme les patients d'un osthéopate, j'en ai plein le dos. »"
pun_190_9,"Admitting a mistake :''Like the orthopedist's patient, I stand corrected.''","Quand on admet une erreur : « Tel le patient d'un orthophoniste, au ton pour moi."""
pun_191_1,After burning a batch of cookies a baker felt very crummy.," Le boulanger avait cramé sa fournée de biscuits, on l'a retrouvé en miettes."
pun_191_2,After burning a batch of cookies a baker felt very crummy.,"Après avoir raté ses financiers, le pâtissier s’est senti amer."
pun_191_3,After burning a batch of cookies a baker felt very crummy.,Ayant brûlé une plaque de gâteaux un boulanger se sentit gâteux.
pun_191_4,After burning a batch of cookies a baker felt very crummy.,Après avoir brûlé une fournée de gâteau le pâtissier a broyé du noir.
pun_191_5,After burning a batch of cookies a baker felt very crummy.,"Après avoir brûler une fournée de cookies, le pâtissier s'est effrité."
pun_191_6,After burning a batch of cookies a baker felt very crummy.,Le pâtissier était en miettes après avoir raté ses biscuits. 
pun_191_7,After burning a batch of cookies a baker felt very crummy.,"Dès qu'il a vu que ses cookies avaient brûlés, il a su que c'était cuit pour son goûter."
pun_191_8,After burning a batch of cookies a baker felt very crummy.,"Après avoir brûlé une fournée de cookies, un boulanger se sentit perdre la flamme"
pun_191_9,After burning a batch of cookies a baker felt very crummy.,"Après avoir brûlé une fournée de cookies, le pâtissier avait le moral en miettes. "
pun_191_10,After burning a batch of cookies a baker felt very crummy.,"Après avoir fait brûler une fournée de cookies, le cuisinier était à ramasser à la petite cuillère."
pun_191_11,After burning a batch of cookies a baker felt very crummy.,Le pâtissier a fait brûler ses biscuits : son cœur était en miettes.
pun_191_12,After burning a batch of cookies a baker felt very crummy.,"Après avoir brûlé ses cookies, le pâtissier avait le coeur en miettes."
pun_191_13,After burning a batch of cookies a baker felt very crummy.,Il a fallu plusieurs essais au pâtissier pour réussir la cuisson de ses cookies ; ce n’était pas du gâteau.
pun_191_14,After burning a batch of cookies a baker felt very crummy.,"Après avoir brûlé une fournée de cookies, le pâtissier sentait que sa journée s’annonçait pourrie. "
pun_191_15,After burning a batch of cookies a baker felt very crummy.,"Après avoir bu le rhum de ses babas, le pâtissier se sentira mi-saoul."
pun_191_16,After burning a batch of cookies a baker felt very crummy.,"Après avoir brûlé une fournée de cookies, le boulanger se sentit prêt à craquer."
pun_191_17,After burning a batch of cookies a baker felt very crummy.,"Le boulanger a brûlé une fournée de baguettes, ce qui l'a mis dans le pétrin."
pun_191_18,After burning a batch of cookies a baker felt very crummy.,"Après avoir fait brûler une fournée de cookies, le boulanger n'avait plus qu'à ramasser les miettes."
pun_192_1,"After the sniper attack at the symphony softball game, there were no men left on bass.","Après l’attaque d’un sniper à un match de softball symphonique, les joueurs n’ont pas pu luther, ils ont été tués par balles."
pun_192_2,"After the sniper attack at the symphony softball game, there were no men left on bass.","Il faut localiser le cliché selon lequel, pour les américains, le softball est un sport de fille puis traduire le jeu de mot entre base, comme au baseball, et basse, comme l'instrument d'orchestre. ¯\_(ツ)_/¯"
pun_193_1,Airline pilots make many friends in high places., Les pilotes de ligne naviguent souvent dans les hautes sphères de la société.
pun_193_2,Airline pilots make many friends in high places., Les pilotes de ligne ont souvent des amis haut placés.
pun_193_3,Airline pilots make many friends in high places.,#NOM?
pun_193_4,Airline pilots make many friends in high places.,Les cuisiniers se font beaucoup d'amis dans la haute.
pun_193_5,Airline pilots make many friends in high places.,Les pilotes de ligne se font plein d'amis haut placés
pun_193_6,Airline pilots make many friends in high places.,Les pilotes de lignes se font des amis dans les hautes sphères.
pun_193_7,Airline pilots make many friends in high places.,Les pilotes d'avion ont des amis haut placés.
pun_193_8,Airline pilots make many friends in high places.,Les pilotes de ligne se font beaucoup d'amis dans les hautes sphères.
pun_193_9,Airline pilots make many friends in high places.,Les pilotes d'avion se font des amis parmi les plus hauts gradés.
pun_193_10,Airline pilots make many friends in high places.,Les pilotes de ligne se font beaucoup d’amis haut placés.
pun_193_11,Airline pilots make many friends in high places.,Les pilotes de ligne souvent tête en l'air
pun_193_12,Airline pilots make many friends in high places.,Les pilotes d'avion se font des amis aux placés.
pun_193_13,Airline pilots make many friends in high places.,Les pilotes d'avion se font des amis dans les hautes sphères
pun_196_1,An apple a day keeps the bullies away. If you throw it hard enough. #pun #dadjoke #funny,Une pomme chaque matin éloigne le médecin. Mais il faut viser juste.
pun_197_1,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation., L’astronaute qui échoue à un test d’apesanteur doit bien mesurer la gravité de la situation.
pun_197_2,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,- Un astronaute qui échoue au test en apesanteur doit être conscient de la gravité de la situation.
pun_197_3,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui rate une expérience en apesanteur doit mesurer la gravité de la situation.
pun_197_4,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui rate une expérience sur l'apesanteur doit comprendre la gravité de la situation
pun_197_5,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui échoue à une expérience en zéro G doit s'inquiéter de la gravité de la situation.
pun_197_6,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui ne parvient pas à manier un équipement d'apesanteur doit être au courant de la gravité de la situation.
pun_197_7,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui ne s'habitue pas à l'apesanteur doit se dire que c'est sans gravité.
pun_197_8,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui échoue à l’expérience de l’apesanteur se doit de prendre conscience de la gravité de la situation. 
pun_197_9,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un spationaute échouant au test d'apesanteur doit avoir conscience de la gravité de la situation.
pun_197_10,An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation.,Un astronaute qui échoue à une épreuve en apesanteur doit être au fait de la gravité de la situation.
pun_198_1,An electric company is always looking for high energy employees., Une entreprise d'électricité cherche toujours à recruter des employés énergiques.
pun_198_2,An electric company is always looking for high energy employees.,Les concessionnaires recherchent des employés gonflés à bloc.
pun_198_3,An electric company is always looking for high energy employees.,EDF cherche en permanence des employés qui ont beaucoup d'énergie.
pun_198_4,An electric company is always looking for high energy employees.,Les compagnies d'électricité cherche toujours des employés qui soient des foudres de guerre.
pun_198_5,An electric company is always looking for high energy employees.,Les compagnies d'électricité recherchent toujours des employés avec beaucoup d'énergie. 
pun_198_6,An electric company is always looking for high energy employees.,"Dans les centrales électriques, les gens sont toujours au courant."
pun_198_7,An electric company is always looking for high energy employees.,Les employés d'EDF sont comme des piles électriques !
pun_198_8,An electric company is always looking for high energy employees.,Une entreprise de production d'électricité est toujours à la recherche d'employés énergiques.
pun_198_9,An electric company is always looking for high energy employees.,Une compagnie d'électricité a besoins d'employés pleins d'énergie.
pun_198_10,An electric company is always looking for high energy employees.,les compagnies électriques sont toujours à la recherche de gens avec qui le courant passe
pun_198_11,An electric company is always looking for high energy employees.,"Dans le domaine de l'énergie, on recherche des employés surpuissants. "
pun_198_12,An electric company is always looking for high energy employees.,Un fournisseur d'électricité attend de ses employés qu'ils débordent d'énergie.
pun_198_13,An electric company is always looking for high energy employees.,EDF est toujours à la recherche d'employés énergiques.
pun_198_14,An electric company is always looking for high energy employees.,Un fournisseur d'électricité est toujours à la recherche d'employés énergiques
pun_198_15,An electric company is always looking for high energy employees.,Les fournisseurs d'électricité cherchent toujours des employés énergiques.
pun_198_16,An electric company is always looking for high energy employees.,Une compagnie d'électricité cherchent des employés qui ont de l'énergie.
pun_198_17,An electric company is always looking for high energy employees.,Distributeur d'électricité cherche employés au courant.
pun_198_18,An electric company is always looking for high energy employees.,Une société électrique recherche toujours des employés chargés à bloc. 
pun_198_19,An electric company is always looking for high energy employees.,Une compagnie d’électricité recherche toujours des employés débordant d’énergie. 
pun_198_20,An electric company is always looking for high energy employees.,Une compagnie d'électricité est toujours à la recherche d'employés survoltés.
pun_198_21,An electric company is always looking for high energy employees.,Les compagnies d'électricité n'embauchent pas d'employés statiques.
pun_198_22,An electric company is always looking for high energy employees.,Une compagnie d'électricité cherche toujours des employés survoltés.
pun_198_23,An electric company is always looking for high energy employees.,Les compagnies d'électricité sont toujours à la recherche d'employés plein d'énergie.
pun_198_24,An electric company is always looking for high energy employees.,Une compagnie d'électricité est toujours à la recherche d'employés plein d'énergie.
pun_198_25,An electric company is always looking for high energy employees.,Un fournisseur d'électricité recherche toujours des employés qui ont de l'énergie à revendre. 
pun_198_26,An electric company is always looking for high energy employees.,Un fournisseur d'électricité doit recruter des employés plein d'énergie.
pun_199_1,An heir is someone with a descent wage.," Un héritier, c’est quelqu’un qui a un sale air indécent."
pun_199_2,An heir is someone with a descent wage.,Un héritier doit avoir un salaire légitime.
pun_199_3,An heir is someone with a descent wage.,Un héritier est quelqu'un qui a une riche généalogie.
pun_199_4,An heir is someone with a descent wage.,"Un successeur, c'est quelqu'un qui hérite son salaire."
pun_199_5,An heir is someone with a descent wage.,Un rentier a reçu plus qu'un héritage génétique.
pun_200_1,An illiterate fisherman was lost at c., C’était un pêcheur illettré qui n’aimait pas l’O.
pun_200_2,An illiterate fisherman was lost at c.,- Un pêcheur illettré est perdu dès l’O.
pun_200_3,An illiterate fisherman was lost at c.,Le pêcheur illettré s'est perdu au milieu de l'O.
pun_200_4,An illiterate fisherman was lost at c.,Un pêcheur illettré peut se perdre en mère.
pun_200_5,An illiterate fisherman was lost at c.,Un pêcheur illettré était perdu en maire. 
pun_200_6,An illiterate fisherman was lost at c.,Un pêcheur illettré avait la phobie de l'o. 
pun_200_7,An illiterate fisherman was lost at c.,Un pêcheur illettré confond mère et maire.
pun_200_8,An illiterate fisherman was lost at c.,Un pêcheur illétré s'était égaré entre la mer Égée et H.
pun_201_1,An old spice wholesaler is a seasoned veteran.," Un vieux grossiste en épices, on le reconnaît à ses cheveux poivre et sel."
pun_201_2,An old spice wholesaler is a seasoned veteran.,Un grossiste en épices n’a plus besoin de curriculum vitae.
pun_201_3,An old spice wholesaler is a seasoned veteran.,Un vieil éleveur caprin est un vétéran chèvronné.
pun_201_4,An old spice wholesaler is a seasoned veteran.,Un grossiste en épices est un travailleur asaisonnier
pun_201_5,An old spice wholesaler is a seasoned veteran.,Le vieux vendeur d'épices est un professionnel ail-guerri.
pun_201_6,An old spice wholesaler is a seasoned veteran.,"C'était un vétéran du commerce d'épices, on le reconnaissait à ses cheveux poivre et sel."
pun_202_1,An optometrist told his patient :'It appears your vision is improving !''Really ?'replied the patient.'Must be the luck of the iris.'," L'optométriste a dit à son patient égyptien : ""on dirait que votre vue s'améliore !"""
pun_202_2,An optometrist told his patient :'It appears your vision is improving !''Really ?'replied the patient.'Must be the luck of the iris.',Un ophtalmo a dit à son patient “On dirait bien que votre œil droit voit de mieux en mieux ! ”. “C’est vrai ? Irisque pas de se détériorer ?” demanda le patient.
pun_202_4,An optometrist told his patient :'It appears your vision is improving !''Really ?'replied the patient.'Must be the luck of the iris.',"Un optométriste a dit à son patient : ""On dirait bien que votre vision s'améliore !"" ""Mon oeil ! "" a répondu le patient."
pun_202_5,An optometrist told his patient :'It appears your vision is improving !''Really ?'replied the patient.'Must be the luck of the iris.',"Le dermatologue annonça à votre patient : « Nonne nouvelle, ce grain de beauté est sans danger ». « C’est vrai ? Quel soulagement, un vrai coup de pot ». "
pun_202_6,An optometrist told his patient :'It appears your vision is improving !''Really ?'replied the patient.'Must be the luck of the iris.',Un optométriste dit à son patient : « Il semblerait que votre vision s'améliore ! » « Vraiment ? répond le patient. Vous avez dû me protéger du mauvais œil. »
pun_204_1,Angel dust ? Me ? Never touch it !''Tom snorted.,“La poudre d’ange ? Moi ? j’y touche pas !” dit-il en éternuant.
pun_205_1,Animals are slaughtered for meat at a tender age.,"Les animaux sont abattus pour leur viande, dès leur plus jeune hâche."
pun_205_2,Animals are slaughtered for meat at a tender age.,Ce n'est pas par hasard qu'on tue les animaux pour leur viande on dès l'âge tendre.
pun_205_3,Animals are slaughtered for meat at a tender age.,Les animaux sont abattus pour leur viande à l'âge tendre.
pun_205_4,Animals are slaughtered for meat at a tender age.,Les animaux sont abattus pour leur viande à un âge tendre. 
pun_205_5,Animals are slaughtered for meat at a tender age.,On tue les animaux pour leur viande dès leur plus tendre enfance.
pun_205_6,Animals are slaughtered for meat at a tender age.,Ce n'est pas par hasard qu'on parle d'âge tendre pour les races à viande.
pun_207_1,Are Philosophy papers graded with Marx out of ten ?," Tu ne peux pas avoir eu 11 en philo car le Marx, c’était 10/10."
pun_207_2,Are Philosophy papers graded with Marx out of ten ?,- Est-ce que les copies de droit sont notées avec impartialité ?
pun_207_3,Are Philosophy papers graded with Marx out of ten ?,Le prof de philo note-t-il ses copies sur 5 Kant ?
pun_207_4,Are Philosophy papers graded with Marx out of ten ?,La Freud est-elle punie en contrôle de philosophie ?
pun_208_1,Are evil wildebeests bad gnus ?," Qui a peur de la grande méchantilope ? C'est pas gnous, c'est pas gnous."
pun_208_2,Are evil wildebeests bad gnus ?,Les affreuses gorgones sont-elles médusées ?
pun_208_3,Are evil wildebeests bad gnus ?,Les méchants zébus  ne sont-ils que du bluff ?
pun_208_4,Are evil wildebeests bad gnus ?,Les antilopes sont-elles des mauvaises gnous ? 
pun_208_5,Are evil wildebeests bad gnus ?,Est-ce qu’un gnou fatigué est un mou du gnou ? 
pun_208_6,Are evil wildebeests bad gnus ?,Les gnous sont-ils de mauvais gnous ?
pun_208_7,Are evil wildebeests bad gnus ?,Ce n'est pas encore un troupeau de gnous mais c'est déjà un zébu.
pun_208_8,Are evil wildebeests bad gnus ?,Est-ce que les canards maléfiques sont de mauvaises nouvelles ?
pun_208_9,Are evil wildebeests bad gnus ?,"Quand une méchante bufflonne accouche, c'est qu'une mauvaise gnou vêle ?"
pun_208_10,Are evil wildebeests bad gnus ?,Les corbeaux maléfiques sont-ils des oiseaux de mauvais augure ?
pun_208_11,Are evil wildebeests bad gnus ?,Les méchants bovidés représentent-ils un oryx ?
pun_208_12,Are evil wildebeests bad gnus ?,Certains gnous cruels sont des anti-lopes.
pun_208_13,Are evil wildebeests bad gnus ?,Est-ce qu'un veau studieux peut devenir un bison futé ?
pun_208_14,Are evil wildebeests bad gnus ?,Est-ce que les antilopes sont tombées des gnues ?
pun_208_15,Are evil wildebeests bad gnus ?,Les gnous malins sont-ils des bisons futés ?
pun_208_16,Are evil wildebeests bad gnus ?,Peut-on dire d’un gentil hibou qu’il est chouette ?
pun_208_17,Are evil wildebeests bad gnus ?,Ces vilaines antilopes bleues sont-elles des bêtes de mauvaise augnoure ?
pun_210_1,Are you homosexual ?''Tom queried gaily.,- “Etes-vous homosexuel ? » interrogea Paul gaiement.
pun_213_1,"As I revived her using mouth to mouth resuscitation, in spite of my lisp, I couldn't help noticing her beautiful breaths !"," Je lui ai fait du bouche à bouche pour la ranimer, et malgré mon cheveu sur la langue, je n’ai pu m’empêcher de remarquer que sa respiration était un poil lente."
pun_213_2,"As I revived her using mouth to mouth resuscitation, in spite of my lisp, I couldn't help noticing her beautiful breaths !","- Comme j’essayais de la réanimer en lui faisant du bouche à bouche, malgré mon bégaiement je ne pus m’empêcher de remarquer ses beaux roplo-plos."
pun_213_3,"As I revived her using mouth to mouth resuscitation, in spite of my lisp, I couldn't help noticing her beautiful breaths !","Alors que j'essayais de le ranimer, en dépit de ma forte poitrine, il revint à lui en s'exclamant qu'il avait vu tous les seins du paradis."
pun_214_1,"As to how to play snooker, some people don't have a cue."," Il y a des gens, quand on les voit jouer au billard, ça n'a ni queue ni tête !"
pun_214_2,"As to how to play snooker, some people don't have a cue.","Quand il s’agit de jouer au billard, certains ont les boules."
pun_214_4,"As to how to play snooker, some people don't have a cue.",Il y a des gens qui n'ont pas la queue d'une idée de comment jouer au billard.
pun_214_5,"As to how to play snooker, some people don't have a cue.","Quand il s'agit de jouer au billard anglais, certains n'ont queue faire des règles"
pun_214_6,"As to how to play snooker, some people don't have a cue.","Pour beaucoup, le snooker n'a ni queue ni tête."
pun_214_7,"As to how to play snooker, some people don't have a cue.",Comment on joue au billard américain ? Je n'en ai pas la queue d'une idée!
pun_214_8,"As to how to play snooker, some people don't have a cue.","L'important pour progresser au billard, c'est de se dire qu'on tient le bon bout."
pun_217_1,Authors can be very PENsive.," Un auteur, ça m'édite."
pun_217_2,Authors can be very PENsive.,Les auteurs peuvent être merFEUILLEux.
pun_217_3,Authors can be very PENsive.,Les auteurs peuvent être très déplumés.
pun_217_4,Authors can be very PENsive.,"Les auteurs sont des gens compréhensifs, ils tournent toujours la page."
pun_217_5,Authors can be very PENsive.,Les auteurs peuvent se faire un vrai sang d'encre.
pun_217_6,Authors can be very PENsive.,La pensée des écrivains peut vraiment être à la page. 
pun_217_7,Authors can be very PENsive.,Tous les auteurs ne sont pas des PLUMitifs.
pun_217_8,Authors can be very PENsive.,Les auteurs font souvent des histoires.
pun_219_1,Baseball players are expected to perform well right off the bat.," On exige des joueurs de baseballs qu'ils battent des records, et en plus il faudrait qu'ils s'emballent !"
pun_219_2,Baseball players are expected to perform well right off the bat.,( On exige des joueurs de baseballs qu'ils battent des records pour cent balles.)
pun_219_3,Baseball players are expected to perform well right off the bat.,Les pilotes de Formule 1 doivent démarrer sur les chapeaux de roues
pun_219_5,Baseball players are expected to perform well right off the bat.,Les joueurs de baseball sont d'emblée supposés bien connaître les bases.
pun_219_6,Baseball players are expected to perform well right off the bat.,Les joueurs de baseball portent toujours des vêtements qui leur vont comme un gant.
pun_219_7,Baseball players are expected to perform well right off the bat.,"À la base, les joueurs de baseball sont supposé être bon dès le départ."
pun_219_8,Baseball players are expected to perform well right off the bat.,"Pour gagner, les joueurs de baseball vont devoir frapper fort."
pun_219_9,Baseball players are expected to perform well right off the bat.,On s'attend à ce que les sprinteurs performent dès le départ
pun_219_10,Baseball players are expected to perform well right off the bat.,Les joueurs de baseball sont censés être des battants dès le début de leur carrière. 
pun_219_11,Baseball players are expected to perform well right off the bat.,"Les joueurs de foot sont plutôt directs, ils vont droit au but. "
pun_219_12,Baseball players are expected to perform well right off the bat.,"Quand les joueurs de baseball commencent leur carrière, ils doivent être bons sur-le-champ."
pun_219_13,Baseball players are expected to perform well right off the bat.,Cette équipe de baseball n’est pas favorite mais c’est important qu’elle batte son adversaire.
pun_219_14,Baseball players are expected to perform well right off the bat.,On attend des joueurs de baseball qu’ils sachent jouer correctement sur-le-champ.
pun_219_15,Baseball players are expected to perform well right off the bat.,Les joueurs de baseball sont censés bien connaitre les bases.
pun_219_16,Baseball players are expected to perform well right off the bat.,Les entraînement des joueurs de baseball battent leur plein.
pun_219_17,Baseball players are expected to perform well right off the bat.,Les joueurs de baseball doivent démarrer leur carrière à pleine balle.
pun_219_18,Baseball players are expected to perform well right off the bat.,Tu peux faire confiance à ce joueur de basket pour saisir la balle au bond
pun_219_19,Baseball players are expected to perform well right off the bat.,Tu peux faire confiance à ce joueur de foot pour aller droit au but
pun_219_20,Baseball players are expected to perform well right off the bat.,Tu peux faire confiance à ce joueur de tennis pour te renvoyer la balle
pun_220_1,"Be still my hart''she murmured, thinking how magnificent and stag - like he was.","Je serai toujours ta biche murmura-t-elle, pensant combien elle était a-cerf-vie à ses charmes et sa puissance"
pun_221_1,Be the soul supporter of your children.," De vos enfants, soyez le meilleur âmi."
pun_221_2,Be the soul supporter of your children.,#NOM?
pun_222_1,Beautifully manicured lawns are highly sod after.," Les jardins bien entretenus, ça se vend comme des petits pins."
pun_222_2,Beautifully manicured lawns are highly sod after.,- Les pelouses très bien coupées ont la raie grasse.
pun_222_4,Beautifully manicured lawns are highly sod after.,"Slogan d'un paysagiste: ""c'est à la tonte que nous gazons!"""
pun_223_1,"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the ''fissure King.''"," Ce champion de pêche à la ligne apprenait à ses élèves à lancer leur ligne à un endroit très précis. Comme cette technique ne manquait jamais de porter ses fruits, ils l'ont surnommé le ""Roi Pécho""."
pun_224_1,"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the''fissure King.''","- Comme le champion de pêche à la ligne apprenait à ses élèves à jeter leur ligne là où la rivière se rétrécit dans un gouffre étroit, ils le surnommèrent « le gouffre de Padirac »."
pun_224_2,"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the''fissure King.''","Parce que ce champion de pêche à la mouche avaient un fort accent de Marseille, ses élèves l'avaient surnommé ""le roi peuchère""."
pun_224_3,"Because the champion angler instructed his pupils to cast their lines where the river runs through narrow chasms, they called him the''fissure King.''","Parce que ce champion de pêche à la mouche mettait beaucoup d'énergie à motiver ses élèves lorsqu'ils lancaient, ils l'avaient surnommé ""le roi pêchu""."
pun_225_1,"Because they moved into an apartment, they didn't need to cut the grass any mow."," Ils ont déménagé en appartement pour ne plus avoir à tondre le gazon. Maintenant, ça gaze pour eux !"
pun_225_2,"Because they moved into an apartment, they didn't need to cut the grass any mow.","- Maintenant qu’ils étaient en appartement, ils n’avaient plus besoin de tondre la pelouse, sup-herbe !"
pun_226_1,Because'is a word to the whys.,- Le “parce que” est un conseil avisé aux « pourquoi »me ma viande rouge bleue.
pun_227_1,"Before the golfer finished drinking the iced, brewed beverage he dropped his tee on the cart path."," Le golfer a renversé tout son thé sur le terrain, ce qui lui a fichu un sacré coup d'pelouse."
pun_227_2,"Before the golfer finished drinking the iced, brewed beverage he dropped his tee on the cart path.","Avant que le golfeur ait fini de boire sa boisson glacée et infusée, il a fait tomber son Thé-shirt sur le chemin pour voiturettes."
pun_227_3,"Before the golfer finished drinking the iced, brewed beverage he dropped his tee on the cart path.","Le golfeur n'eut pas le temps de terminer son infusion, car il a fait tomber son tee."
pun_230_1,"Boy, I wish the elevator were working,''said Tom, staring up to the top.",#NOM?
pun_231_1,"Boy, that's a bright star,''said Tom seriously.",-” C’est la plus belle des planètes “ dit Tom d’un ton martial
pun_232_1,Bring me a rubber band and make it snappy !, Apporte-moi un élastique. Et que ça saute !
pun_232_2,Bring me a rubber band and make it snappy !,Amène moi un ressort et que ça saute !
pun_232_3,Bring me a rubber band and make it snappy !,Apporte-moi un ressort et que ça saute !
pun_232_4,Bring me a rubber band and make it snappy !,"Apporte-moi une balle rebondissante, et que ça saute !"
pun_232_5,Bring me a rubber band and make it snappy !,"Apportez moi une élastique, et que ça saute!"
pun_232_6,Bring me a rubber band and make it snappy !,"Apporte moi un ressors, et que ça saute !"
pun_232_7,Bring me a rubber band and make it snappy !,"Amène moi un élastique, et que ça saute !"
pun_232_8,Bring me a rubber band and make it snappy !,"Apporte-moi un trampoline, et que ça saute !"
pun_232_9,Bring me a rubber band and make it snappy !,"Apporte-moi une corde, et que ça saute !"
pun_232_10,Bring me a rubber band and make it snappy !,"Apporte-moi un élastique, et que ça saute !"
pun_232_11,Bring me a rubber band and make it snappy !,"Apporte moi un élastique, et que ça saute !"
pun_232_12,Bring me a rubber band and make it snappy !,X
pun_232_13,Bring me a rubber band and make it snappy !,"Amène-moi un ressort, et que ça saute !"
pun_232_14,Bring me a rubber band and make it snappy !,Apportez moi un élastique et que ça saute!
pun_235_1,Businesses selling pleasure boats often have a sail., Les entreprises qui vendent des bateaux de plaisance ont la vente en poupe.
pun_235_2,Businesses selling pleasure boats often have a sail.,#NOM?
pun_235_3,Businesses selling pleasure boats often have a sail.,#NOM?
pun_235_4,Businesses selling pleasure boats often have a sail.,"Il a décidé d’ouvrir un magasin de bateau, car il aime surfer sur les tendances. "
pun_235_5,Businesses selling pleasure boats often have a sail.,Les propriétaires de bateau de plaisance apprécient-ils les fruits à coque?
pun_239_1,By yourself you're in the right. In a group you're in the throng.," Seuls, vous avez peut-être raison. Mais pris ensemble, vous êtes complètement à la masse."
pun_239_2,By yourself you're in the right. In a group you're in the throng.,"Seul tout lui paraissait juste, mais devant les autres tout lui assemblée faux."
pun_239_3,By yourself you're in the right. In a group you're in the throng.,"Pris isolément on t'apprécie, mais en groupe tu es mis au banc."
pun_239_4,By yourself you're in the right. In a group you're in the throng.,"Par toi même tu es dans le vrai, dans un groupe tu es dans le foule. "
pun_239_5,By yourself you're in the right. In a group you're in the throng.,"Seul, on est dans le vrai. Dans la foule, le groupement. "
pun_239_6,By yourself you're in the right. In a group you're in the throng.,"Plus on est de fous, plus on est de foule."
pun_239_7,By yourself you're in the right. In a group you're in the throng.,"Tout seul, tu as raison. En groupe, tu es à la ramasse. "
pun_239_8,By yourself you're in the right. In a group you're in the throng.,"Seul, tu es beau. En groupe, tu deviens immonde."
pun_239_9,By yourself you're in the right. In a group you're in the throng.,"Chez vous, vous êtes dans le vrai. Au Vietnam vous êtes dans le pho."
pun_239_10,By yourself you're in the right. In a group you're in the throng.,"Seul, vous restez concentré, au milieu d'un groupe, vous êtes à la masse."
pun_239_11,By yourself you're in the right. In a group you're in the throng.,"""Quand on est plus de quatre on est une bande de cons"" – Georges Brassens, Le Pluriel"
pun_242_1,Camille relocated to Little Italy : They made her a cougher,"Camille a déménagé en Bretagne, elle a eu une infestation de sales tiques dans sa maison."
pun_243_1,Camille relocated to Little Italy : They made her a cougher ; she couldn't refuse, Camille avait toujours la toux encombrée. Son parrain italien lui a proposé une cure thermale en Ombrie : c'était une offre qu'elle ne pouvait pas refuser.
pun_243_2,Camille relocated to Little Italy : They made her a cougher ; she couldn't refuse,"Camille a déménagé dans une maison en travaux, elle a pris un coup de chaux."
pun_243_3,Camille relocated to Little Italy : They made her a cougher ; she couldn't refuse,"Camille a déménagé à Palerme, elle ne s'est pas mafiée de ce qui allait lui arriver."
pun_243_4,Camille relocated to Little Italy : They made her a cougher ; she couldn't refuse,Camille déménagea à Little Italy : ils lui firent une gaufre qu'elle ne pouvait pas refuser.
pun_243_5,Camille relocated to Little Italy : They made her a cougher ; she couldn't refuse,Camille a déménagé à Little Italy : on lui avait fait une offre qu'elle ne pouvait pas refuser.
pun_245_1,Can honeybee abuse lead to a sting operation ?," Faites du mal aux abeilles, et elles vous le rendront dard-dard."
pun_245_2,Can honeybee abuse lead to a sting operation ?,Faire du mal à une abeille ? Nous frôlons l’agression.
pun_245_3,Can honeybee abuse lead to a sting operation ?,La violence envers les abeilles doit être combattue dard ache pied.
pun_245_4,Can honeybee abuse lead to a sting operation ?,Risque-t-on de se faire piquer par les flics si on maltraite une abeille ?
pun_245_5,Can honeybee abuse lead to a sting operation ?,"Si une abeille se fait maltraiter, est-ce que la police va intervenir dare-dare ? "
pun_245_6,Can honeybee abuse lead to a sting operation ?,La maltraitance des abeilles peut conduire à une opération de piqûre ?
pun_245_7,Can honeybee abuse lead to a sting operation ?,Est-ce qu'en braconnant des ruches on risque de se faire piquer? 
pun_245_8,Can honeybee abuse lead to a sting operation ?,Est-ce que la maltraitance des abeilles peut conduire dard-dard à une opération coup-de-point ?
pun_245_9,Can honeybee abuse lead to a sting operation ?,La maltraitance d'abeilles peut elle provoquer l'intervention des services secrets Ruches  ?
pun_245_10,Can honeybee abuse lead to a sting operation ?,L'agresseur d'une abeille mellifère peut-il être assassiné par un apicultueur à gages ?
pun_245_11,Can honeybee abuse lead to a sting operation ?,La police est arrivée dare-dare (dard-dard) après avoir reçu un signalement de maltraitance d'abeilles.
